hourmin,date_avg,depth_avg,temp_avg,sal_avg
10:0,2021-01-15T10:00:25Z,0.263,29.130000000000003,34.32473379166667
10:1,2021-01-15T10:01:25Z,0.2845,29.113333333333333,34.32714420333333
10:10,2021-01-15T10:10:25Z,0.26366666666666666,29.213333333333335,34.08667679
10:11,2021-01-15T10:11:25Z,0.2713333333333333,29.196666666666665,34.148533183333335
10:12,2021-01-15T10:12:25Z,0.267,29.196666666666665,34.09020599666667
10:13,2021-01-15T10:13:25Z,0.26983333333333337,29.14666666666667,34.05866182
10:14,2021-01-15T10:14:25Z,0.261,29.086666666666666,34.004000250000004
10:15,2021-01-15T10:15:25Z,0.2733333333333333,28.808333333333334,34.001272003333334
10:16,2021-01-15T10:16:25Z,0.26133333333333336,28.733333333333334,34.00017504666667
10:17,2021-01-15T10:17:25Z,0.2813333333333333,28.740000000000002,33.978373403333336
10:18,2021-01-15T10:18:25Z,0.27183333333333337,28.805,33.97980046833334
10:19,2021-01-15T10:19:25Z,0.271,28.746666666666666,33.590929
10:2,2021-01-15T10:02:25Z,0.2575,29.123333333333335,34.27130458833334
10:20,2021-01-15T10:20:25Z,0.2768333333333333,28.82333333333333,33.859406836666665
10:21,2021-01-15T10:21:25Z,0.2605,28.816666666666666,33.862649475
10:22,2021-01-15T10:22:25Z,0.254,28.8,33.76857015833333
10:23,2021-01-15T10:23:25Z,0.2665,28.884999999999998,33.75194912333333
10:24,2021-01-15T10:24:25Z,0.24766666666666667,29.03333333333333,33.75069075166667
10:25,2021-01-15T10:25:25Z,0.2695,29.061666666666667,33.744147025000004
10:26,2021-01-15T10:26:25Z,0.27749999999999997,29.11,33.84417198166666
10:27,2021-01-15T10:27:25Z,0.253,29.226666666666667,33.92407065
10:28,2021-01-15T10:28:25Z,0.25966666666666666,29.183333333333334,33.933402705
10:29,2021-01-15T10:29:25Z,0.2925,29.166666666666668,33.907096435
10:3,2021-01-15T10:03:25Z,0.24883333333333332,29.156666666666666,34.201042601666664
10:30,2021-01-15T10:30:25Z,0.279,29.189999999999998,33.84606854
10:31,2021-01-15T10:31:25Z,0.25116666666666665,29.348333333333333,33.720548838333336
10:32,2021-01-15T10:32:25Z,0.26266666666666666,29.295,33.541841858333335
10:33,2021-01-15T10:33:25Z,0.27266666666666667,29.188333333333333,33.10596493
10:34,2021-01-15T10:34:25Z,0.25983333333333336,29.205,32.723241746666666
10:35,2021-01-15T10:35:25Z,0.25566666666666665,29.293333333333333,33.26492487
10:36,2021-01-15T10:36:25Z,0.275,29.283333333333335,33.38640071166667
10:37,2021-01-15T10:37:25Z,0.26016666666666666,29.293333333333333,32.89664886833333
10:38,2021-01-15T10:38:25Z,0.24633333333333335,29.291666666666664,32.867044945
10:39,2021-01-15T10:39:25Z,0.269,29.311666666666667,33.607756906666665
10:4,2021-01-15T10:04:25Z,0.2851666666666667,29.148333333333333,34.199739148333336
10:40,2021-01-15T10:40:25Z,0.2675,29.266666666666666,33.80796518166667
10:41,2021-01-15T10:41:25Z,0.2445,29.303333333333335,33.64020140666667
10:42,2021-01-15T10:42:25Z,0.26116666666666666,29.346666666666668,33.721541035
10:43,2021-01-15T10:43:25Z,0.289,29.34,33.78705896666667
10:44,2021-01-15T10:44:25Z,0.2593333333333333,29.368333333333332,33.71837316333333
10:45,2021-01-15T10:45:25Z,0.25483333333333336,29.37,33.64514896833333
10:46,2021-01-15T10:46:25Z,0.2583333333333333,29.37,33.59623763166667
10:47,2021-01-15T10:47:25Z,0.26866666666666666,29.351666666666667,33.559091755
10:48,2021-01-15T10:48:25Z,0.27266666666666667,29.398333333333333,33.63585874666667
10:49,2021-01-15T10:49:25Z,0.2685,29.4,33.654161046666665
10:5,2021-01-15T10:05:25Z,0.26616666666666666,29.17666666666667,34.13275083833334
10:50,2021-01-15T10:50:25Z,0.25883333333333336,29.406666666666666,33.64345001666667
10:51,2021-01-15T10:51:25Z,0.24866666666666667,29.39,33.654042185
10:52,2021-01-15T10:52:25Z,0.27216666666666667,29.395,33.65815485833333
10:53,2021-01-15T10:53:25Z,0.26866666666666666,29.413333333333334,33.67203159
10:54,2021-01-15T10:54:25Z,0.2445,29.41166666666667,33.66884147166667
10:55,2021-01-15T10:55:25Z,0.26166666666666666,29.405,33.674608453333335
10:56,2021-01-15T10:56:25Z,0.2713333333333333,29.408333333333335,33.58628331333333
10:57,2021-01-15T10:57:25Z,0.24133333333333334,29.381666666666668,33.55496438
10:58,2021-01-15T10:58:25Z,0.24066666666666667,29.406666666666666,33.52124426333333
10:59,2021-01-15T10:59:25Z,0.2615,29.435000000000002,33.425877175
10:6,2021-01-15T10:06:25Z,0.26183333333333336,29.178333333333335,34.1037702
10:7,2021-01-15T10:07:25Z,0.2683333333333333,29.195,34.09413979
10:8,2021-01-15T10:08:25Z,0.2815,29.196666666666665,34.063554215
10:9,2021-01-15T10:09:25Z,0.26116666666666666,29.198333333333334,34.05128130833334
11:0,2021-01-15T11:00:25Z,0.247,29.403333333333336,33.47813124333334
11:1,2021-01-15T11:01:25Z,0.24133333333333334,29.381666666666668,33.459208751666665
11:10,2021-01-15T11:10:25Z,0.2665,29.113333333333333,33.68335021833333
11:11,2021-01-15T11:11:25Z,0.2693333333333333,29.093333333333334,33.724620353333336
11:12,2021-01-15T11:12:25Z,0.248,29.09166666666667,33.755793555
11:13,2021-01-15T11:13:25Z,0.261,29.083333333333332,33.76550605833333
11:14,2021-01-15T11:14:25Z,0.25833333333333336,29.053333333333335,33.80253433666667
11:15,2021-01-15T11:15:25Z,0.27016666666666667,29.056666666666665,33.788123088333336
11:16,2021-01-15T11:16:25Z,0.2535,29.04,33.80429649166667
11:17,2021-01-15T11:17:25Z,0.24333333333333332,29.03666666666667,33.811032356666665
11:18,2021-01-15T11:18:25Z,0.26166666666666666,29.016666666666666,33.83009393666667
11:19,2021-01-15T11:19:25Z,0.25566666666666665,28.985,33.84539934
11:2,2021-01-15T11:02:25Z,0.26916666666666667,29.385,33.490971701666666
11:20,2021-01-15T11:20:25Z,0.25816666666666666,28.983333333333334,33.83949257
11:21,2021-01-15T11:21:25Z,0.2685,29.011666666666667,33.848427975
11:22,2021-01-15T11:22:25Z,0.27166666666666667,28.99,33.83695332833333
11:23,2021-01-15T11:23:25Z,0.2841666666666667,28.97,33.85168350166667
11:24,2021-01-15T11:24:25Z,0.25966666666666666,28.946666666666665,33.859473083333334
11:25,2021-01-15T11:25:25Z,0.279,28.911666666666665,33.87663292166667
11:26,2021-01-15T11:26:25Z,0.29483333333333334,28.911666666666665,33.88485102666667
11:27,2021-01-15T11:27:25Z,0.2803333333333333,28.901666666666667,33.89799796
11:28,2021-01-15T11:28:25Z,0.2765,28.898333333333333,33.91076722
11:29,2021-01-15T11:29:25Z,0.2803333333333333,29.009999999999998,33.83545533333333
11:3,2021-01-15T11:03:25Z,0.26483333333333337,29.328333333333333,33.60584350166667
11:30,2021-01-15T11:30:25Z,0.2775,28.943333333333335,33.875071675
11:31,2021-01-15T11:31:25Z,0.26616666666666666,28.85333333333333,33.922484595
11:32,2021-01-15T11:32:25Z,0.26233333333333336,28.875,33.92901204
11:33,2021-01-15T11:33:25Z,0.2775,28.871666666666666,33.94783831666667
11:34,2021-01-15T11:34:25Z,0.277,28.88,33.95123698166667
11:35,2021-01-15T11:35:25Z,0.2748333333333334,28.881666666666668,33.935770875
11:36,2021-01-15T11:36:25Z,0.275,28.881666666666668,33.939606395
11:37,2021-01-15T11:37:25Z,0.2895,28.89,33.913419825
11:38,2021-01-15T11:38:25Z,0.2793333333333333,28.89333333333333,33.91869984
11:39,2021-01-15T11:39:25Z,0.26916666666666667,28.886666666666667,33.93331434666667
11:4,2021-01-15T11:04:25Z,0.24666666666666667,29.259999999999998,33.609134561666664
11:40,2021-01-15T11:40:25Z,0.28833333333333333,28.916666666666668,33.95430494833333
11:41,2021-01-15T11:41:25Z,0.27183333333333337,29.031666666666666,33.956725315
11:42,2021-01-15T11:42:25Z,0.26283333333333336,29.06,33.96467358833333
11:43,2021-01-15T11:43:25Z,0.28500000000000003,29.035,33.994569095
11:44,2021-01-15T11:44:25Z,0.2881666666666667,29.026666666666667,33.990572156666666
11:45,2021-01-15T11:45:25Z,0.26916666666666667,29.025000000000002,33.997816265
11:46,2021-01-15T11:46:25Z,0.2846666666666667,28.983333333333334,34.028035951666666
11:47,2021-01-15T11:47:25Z,0.31516666666666665,28.961666666666666,34.00814840666666
11:48,2021-01-15T11:48:25Z,0.277,28.943333333333335,33.99639242333333
11:49,2021-01-15T11:49:25Z,0.288,28.966666666666665,33.981434078333336
11:5,2021-01-15T11:05:25Z,0.25616666666666665,29.236666666666665,33.57991964666667
11:50,2021-01-15T11:50:25Z,0.301,28.981666666666666,33.95702376
11:51,2021-01-15T11:51:25Z,0.2836666666666667,28.986666666666665,33.960061511666666
11:52,2021-01-15T11:52:25Z,0.288,28.948333333333334,33.953789745
11:53,2021-01-15T11:53:25Z,0.30366666666666664,28.975,33.934279715
11:54,2021-01-15T11:54:25Z,0.29083333333333333,28.97833333333333,33.932456189999996
11:55,2021-01-15T11:55:25Z,0.30383333333333334,28.976666666666667,33.92650561833333
11:56,2021-01-15T11:56:25Z,0.30633333333333335,28.993333333333332,33.955878068333334
11:57,2021-01-15T11:57:25Z,0.3165,29.003333333333334,33.93119864
11:58,2021-01-15T11:58:25Z,0.31566666666666665,28.998333333333335,33.948489781666666
11:59,2021-01-15T11:59:25Z,0.30283333333333334,29.003333333333334,33.94164839
11:6,2021-01-15T11:06:25Z,0.2991666666666667,29.224999999999998,33.596236346666664
11:7,2021-01-15T11:07:25Z,0.28883333333333333,29.193333333333335,33.596740589999996
11:8,2021-01-15T11:08:25Z,0.28,29.161666666666665,33.62113693
11:9,2021-01-15T11:09:25Z,0.2755,29.136666666666667,33.637611891666666
12:0,2021-01-15T12:00:25Z,0.32033333333333336,29.031666666666666,33.91328720833333
12:1,2021-01-15T12:01:25Z,0.31216666666666665,29.044999999999998,33.92746704666666
12:10,2021-01-15T12:10:25Z,0.31233333333333335,29.26,33.883604315
12:11,2021-01-15T12:11:25Z,0.30116666666666664,29.206666666666667,33.93622568666667
12:12,2021-01-15T12:12:25Z,0.31066666666666665,29.168333333333333,33.943525836666666
12:13,2021-01-15T12:13:25Z,0.31216666666666665,29.105,33.979071143333336
12:14,2021-01-15T12:14:25Z,0.32283333333333336,29.261666666666667,33.86596684833333
12:15,2021-01-15T12:15:25Z,0.33333333333333337,29.31,33.821972173333336
12:16,2021-01-15T12:16:25Z,0.32,29.301666666666666,33.82180962333334
12:17,2021-01-15T12:17:25Z,0.32233333333333336,29.331666666666667,33.792450718333335
12:18,2021-01-15T12:18:25Z,0.30816666666666664,29.336666666666666,33.79990961
12:19,2021-01-15T12:19:25Z,0.30983333333333335,29.351666666666667,33.780050935000006
12:2,2021-01-15T12:02:25Z,0.2775,29.078333333333333,33.902727065
12:20,2021-01-15T12:20:25Z,0.31383333333333335,29.343333333333334,33.787559494999996
12:21,2021-01-15T12:21:25Z,0.32366666666666666,29.371666666666666,33.73585713166667
12:22,2021-01-15T12:22:25Z,0.32716666666666666,29.38,33.757935018333335
12:23,2021-01-15T12:23:25Z,0.3045,29.313333333333333,33.81856185666667
12:24,2021-01-15T12:24:25Z,0.3115,29.24833333333333,33.879790121666666
12:25,2021-01-15T12:25:25Z,0.32033333333333336,29.188333333333333,33.92002696
12:26,2021-01-15T12:26:25Z,0.31483333333333335,29.136666666666667,33.945727840000004
12:27,2021-01-15T12:27:25Z,0.30433333333333334,29.376666666666665,33.82279152666666
12:28,2021-01-15T12:28:25Z,0.31733333333333336,29.433333333333334,33.832374048333335
12:29,2021-01-15T12:29:25Z,0.31516666666666665,29.41166666666667,33.87738619666666
12:3,2021-01-15T12:03:25Z,0.31183333333333335,29.108333333333334,33.865571515
12:30,2021-01-15T12:30:25Z,0.31433333333333335,29.46666666666667,33.82158518666667
12:31,2021-01-15T12:31:25Z,0.3328333333333333,29.416666666666668,33.839703675
12:32,2021-01-15T12:32:25Z,0.32133333333333336,29.426666666666666,33.838192811666666
12:33,2021-01-15T12:33:25Z,0.32366666666666666,29.398333333333333,33.85153928333333
12:34,2021-01-15T12:34:25Z,0.3305,29.475,33.76630701
12:35,2021-01-15T12:35:25Z,0.32066666666666666,29.511666666666667,33.75813437
12:36,2021-01-15T12:36:25Z,0.3285,29.485,33.771912201666666
12:37,2021-01-15T12:37:25Z,0.325,29.38,33.801245918333336
12:38,2021-01-15T12:38:25Z,0.33616666666666667,29.488333333333333,33.82186668833333
12:39,2021-01-15T12:39:25Z,0.3443333333333333,29.581666666666667,33.76062391833333
12:4,2021-01-15T12:04:25Z,0.30466666666666664,29.086666666666666,33.891893225
12:40,2021-01-15T12:40:25Z,0.32483333333333336,29.586666666666666,33.753865829999995
12:41,2021-01-15T12:41:25Z,0.3275,29.615000000000002,33.71865766333333
12:42,2021-01-15T12:42:25Z,0.37033333333333335,29.643333333333334,33.681874065
12:43,2021-01-15T12:43:25Z,0.32666666666666666,29.65,33.69419798
12:44,2021-01-15T12:44:25Z,0.33266666666666667,29.655,33.37758060833333
12:45,2021-01-15T12:45:25Z,0.35383333333333333,29.63,33.229364911666664
12:46,2021-01-15T12:46:25Z,0.3473333333333333,29.52166666666667,33.29721799
12:47,2021-01-15T12:47:25Z,0.3476666666666667,29.58,33.58519750333333
12:48,2021-01-15T12:48:25Z,0.3501666666666667,29.565,33.64371154166667
12:49,2021-01-15T12:49:25Z,0.33616666666666667,29.598333333333333,33.660825305
12:5,2021-01-15T12:05:25Z,0.301,29.073333333333334,33.907384175
12:50,2021-01-15T12:50:25Z,0.37533333333333335,29.673333333333332,33.627612236666664
12:51,2021-01-15T12:51:25Z,0.3616666666666667,29.61,33.667473715
12:52,2021-01-15T12:52:25Z,0.367,29.738333333333333,33.617306703333334
12:53,2021-01-15T12:53:25Z,0.378,29.715,33.63083112333334
12:54,2021-01-15T12:54:25Z,0.3745,29.593333333333334,33.67043779833334
12:55,2021-01-15T12:55:25Z,0.33816666666666667,29.395,33.788537928333334
12:56,2021-01-15T12:56:25Z,0.3595,29.638333333333335,32.39295064
12:57,2021-01-15T12:57:25Z,0.37433333333333335,29.678333333333335,33.67228130666667
12:58,2021-01-15T12:58:25Z,0.3476666666666667,29.651666666666667,33.706289123333335
12:59,2021-01-15T12:59:25Z,0.36,29.666666666666664,33.68205690333333
12:6,2021-01-15T12:06:25Z,0.2835,29.066666666666666,33.947336521666664
12:7,2021-01-15T12:07:25Z,0.33516666666666667,29.103333333333335,33.934547826666666
12:8,2021-01-15T12:08:25Z,0.312,29.064999999999998,33.99925764166667
12:9,2021-01-15T12:09:25Z,0.30516666666666664,29.201666666666668,33.91936961
13:0,2021-01-15T13:00:25Z,0.377,29.623333333333335,33.71239923333333
13:1,2021-01-15T13:01:25Z,0.33283333333333337,29.59,33.734021795
13:10,2021-01-15T13:10:25Z,0.394,29.35666666666667,33.897041101666666
13:11,2021-01-15T13:11:25Z,0.36483333333333334,29.468333333333334,33.876672275000004
13:12,2021-01-15T13:12:25Z,0.3625,29.345,33.91400688833333
13:13,2021-01-15T13:13:25Z,0.4171666666666667,29.446666666666665,33.875986645
13:14,2021-01-15T13:14:25Z,0.37933333333333336,29.735,33.787530946666664
13:15,2021-01-15T13:15:25Z,0.3685,29.825,33.73066782833334
13:16,2021-01-15T13:16:25Z,0.3745,29.848333333333333,33.71002600833334
13:17,2021-01-15T13:17:25Z,0.39666666666666667,29.731666666666666,33.72824755833334
13:18,2021-01-15T13:18:25Z,0.37333333333333335,29.761666666666667,33.704005795
13:19,2021-01-15T13:19:25Z,0.368,29.778333333333332,33.666616624999996
13:2,2021-01-15T13:02:25Z,0.36416666666666664,29.615,33.724741376666664
13:20,2021-01-15T13:20:25Z,0.36983333333333335,29.755,33.665951193333335
13:21,2021-01-15T13:21:25Z,0.38266666666666665,29.58,33.69012006166667
13:22,2021-01-15T13:22:25Z,0.3745,29.596666666666668,33.70910758
13:23,2021-01-15T13:23:25Z,0.4058333333333333,29.525,33.712725576666664
13:24,2021-01-15T13:24:25Z,0.38066666666666665,29.59,28.914361105
13:25,2021-01-15T13:25:25Z,0.375,29.721666666666668,33.58910066
13:26,2021-01-15T13:26:25Z,0.3825,29.678333333333335,33.57732639
13:27,2021-01-15T13:27:25Z,0.39516666666666667,29.748333333333335,33.527547741666666
13:28,2021-01-15T13:28:25Z,0.36966666666666664,29.758333333333333,33.47394179166667
13:29,2021-01-15T13:29:25Z,0.38916666666666666,29.751666666666665,33.40426343833333
13:3,2021-01-15T13:03:25Z,0.38783333333333336,29.58,33.74322683333333
13:30,2021-01-15T13:30:25Z,0.37933333333333336,29.725,33.383257465
13:31,2021-01-15T13:31:25Z,0.38266666666666665,29.778333333333332,33.329727775
13:32,2021-01-15T13:32:25Z,0.4036666666666667,29.79,33.26944674166667
13:33,2021-01-15T13:33:25Z,0.42083333333333334,29.775,33.24809197
13:34,2021-01-15T13:34:25Z,0.3646666666666667,29.776666666666667,33.18801848
13:35,2021-01-15T13:35:25Z,0.41133333333333333,29.77,33.13754024833333
13:36,2021-01-15T13:36:25Z,0.4245,29.816666666666666,33.057605503333335
13:37,2021-01-15T13:37:25Z,0.37466666666666665,29.798333333333332,33.00803392333333
13:38,2021-01-15T13:38:25Z,0.37833333333333335,29.74,32.97642596166666
13:39,2021-01-15T13:39:25Z,0.4073333333333333,29.775,32.90142075
13:4,2021-01-15T13:04:25Z,0.3645,29.308333333333334,33.845772079999996
13:40,2021-01-15T13:40:25Z,0.3845,29.953333333333333,33.695252438333334
13:41,2021-01-15T13:41:25Z,0.3813333333333333,30.22833333333333,33.593555296666665
13:42,2021-01-15T13:42:25Z,0.40149999999999997,30.431666666666665,33.50330767333333
13:43,2021-01-15T13:43:25Z,0.40149999999999997,30.643333333333334,33.431232965
13:44,2021-01-15T13:44:25Z,0.38933333333333336,31.043333333333333,33.292397825
13:45,2021-01-15T13:45:25Z,0.4091666666666667,31.196666666666665,33.21385802166667
13:46,2021-01-15T13:46:25Z,0.39916666666666667,31.4,33.11479267666667
13:47,2021-01-15T13:47:25Z,0.39,31.486666666666668,33.01407942833333
13:48,2021-01-15T13:48:25Z,0.3815,31.573333333333334,32.74968727833333
13:49,2021-01-15T13:49:25Z,0.4115,31.843333333333334,32.52500580833333
13:5,2021-01-15T13:05:25Z,0.36033333333333334,29.383333333333333,33.79732091666666
13:50,2021-01-15T13:50:25Z,0.38416666666666666,31.831666666666667,32.514585178333334
13:51,2021-01-15T13:51:25Z,0.38583333333333336,31.861666666666668,32.46686672833333
13:52,2021-01-15T13:52:15Z,0.42925,31.93,32.408576690000004
13:6,2021-01-15T13:06:25Z,0.38283333333333336,29.308333333333334,33.827095971666665
13:7,2021-01-15T13:07:25Z,0.378,29.22,33.864160246666664
13:8,2021-01-15T13:08:25Z,0.3535,29.218333333333334,33.85766608666667
13:9,2021-01-15T13:09:25Z,0.37366666666666665,29.168333333333333,33.87982796833333
9:54,2021-01-15T09:54:40Z,-0.009,29.163333333333334,34.79257546
9:55,2021-01-15T09:55:25Z,-0.005333333333333333,29.173333333333332,34.55431720833333
9:56,2021-01-15T09:56:25Z,0.25283333333333335,29.153333333333332,34.475779366666664
9:57,2021-01-15T09:57:25Z,0.271,29.148333333333333,34.37336095166667
9:58,2021-01-15T09:58:25Z,0.2935,29.133333333333333,34.35716652333333
9:59,2021-01-15T09:59:25Z,0.2655,29.12666666666667,34.36474024333333
